response_index,response
23762,"Home from Home has one review that says the beds are old and uncomfortable, and another that says the bed they got was great."
23763,"Past guests differ in their opinons on the friendliness of the staff. Some felt they were incredibly friendly, but others felt they were unfriendly and unprofessional."
23765,"Yes, I don't see anything about the dumplings in particular, but the guests at this restaurant were pleased with the food quality."
23766,"Yes, the rooms at University Arms are quite large, so you'll be all set there. Do you have another questions today?"
23767,"If you're considering staying at the Warkworth House, their hotel doesn't charge a fee for using the WIFI which is viewed as extremely quick."
23768,The Copper Kettle offers really nice views from both their interior and exterior tables. Would you like to make a reservation for you?
23771,"Yes, the J Restaurant has alcoholic drinks. I don't have the menu so I can't tell you specifics, though. Do you want a reservation still?"
23772,The Pizza Hut Cherry Hinton has a very good reputation for its good atmosphere. Is there anything else you'd like to know?
23773,"Yes, the Autumn House does offer internet service free of cost, but the quality ranges between slow and fast."
23774,I only have one review on the Alexander Bed and Breakfast's beds but it does state the bed was comfy!
23777,I found two reviews that state that the bathrooms are very clean and one review that says the bathrooms we're not that clean. Would you like to book a room?
23779,"Reviewers have criticized the decor at Prezzo, calling it mediocre and outdated. Do you want to look for another option?"
23784,One guest was happy with the cleanliness of the bathroom. Another guest said that the bathrooms were not clean at first but that that was taken care of quickly.
23785,"All the reviewers had very clean rooms at the guest house, except one person who said that the issue was quickly taken care of though. Is there anything else that I can help you with?"
23786,The wait service at City Stop can really vary a lot. Should I search for an option with better service instead?
